title,link,author,author_link,date
"Fatality Sensitivity in Coalition Countries: A Study of British, Polish and Australian Public Opinion on the Iraq War",https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-in-coalition-countries-a-study-of-british-po,",Lis, P.,",https://pureportal.coventry.ac.uk/en/persons/piotr-lis,31 Jan 2015
Finance-Growth: Virtuous and Dis-Virtuous Cycles (VDCs) Theory and Empirical Evidence,https://pureportal.coventry.ac.uk/en/publications/finance-growth-virtuous-and-dis-virtuous-cycles-vdcs-theory-and-e,", Binner, J., Kelly, L. & Chaudhry, S.,Lauretta, E., Binner, J., Kelly, L. & Chaudhry, S.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,2015
Financial decisions and market performance: An analysis of China's domestic mergers and acquisitions,https://pureportal.coventry.ac.uk/en/publications/financial-decisions-and-market-performance-an-analysis-of-chinas-,"Muganhu, C. & Liu, J.,",,2015
Fluctuations in the Exchange Rate and Aggregate Exports in Ukraine,https://pureportal.coventry.ac.uk/en/publications/fluctuations-in-the-exchange-rate-and-aggregate-exports-in-ukrain,"Agiomirgianakis, G.,Serenis, D.& Tsounis, N.,",https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,2015
Forecasting the Jordanian stock index: modelling asymmetric volatility and distribution effects within a GARCH framework,https://pureportal.coventry.ac.uk/en/publications/forecasting-the-jordanian-stock-index-modelling-asymmetric-volati-2,"Al-Hajieh, H., AlNemer, H., Rodgers, T. & Niklewski, J.,",,2015
Foreign aid and governance in Africa,https://pureportal.coventry.ac.uk/en/publications/foreign-aid-and-governance-in-africa-2,"Asongu, S. & Nwachukwu, J.,",,2015
Impact of corporate governance on firm risk,https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-firm-risk,"Amin, Q. A.,",,2015
Industry concentration and the cross-section of stock returns: Evidence from the UK,https://pureportal.coventry.ac.uk/en/publications/industry-concentration-and-the-cross-section-of-stock-returns-evi,"Su, L. & Hashem, N.,",,Sept 2015
Introduction to accounting: The double-entry bookkeeping system & a case study,https://pureportal.coventry.ac.uk/en/publications/introduction-to-accounting-the-double-entry-bookkeeping-system-am,"Faccia, A. & Manni, F.,",,1 Dec 2015
Market reaction to the positiveness of annual report narratives,https://pureportal.coventry.ac.uk/en/publications/market-reaction-to-the-positiveness-of-annual-report-narratives-2,"Yekini, L. S., Wisniewski, T. P. & Millo, Y.,",,11 Dec 2015
Microfinance and Poverty Reduction: The Case Study of Selected Institutions in the Greater Accra Region of Ghana,https://pureportal.coventry.ac.uk/en/publications/microfinance-and-poverty-reduction-the-case-study-of-selected-ins,",Darko, F.,",https://pureportal.coventry.ac.uk/en/persons/francis-darko,2015
Monetary and debt-concerned fiscal policies interaction in monetary unions,https://pureportal.coventry.ac.uk/en/publications/monetary-and-debt-concerned-fiscal-policies-interaction-in-moneta,"Foresti, P.,",,Oct 2015
Mortgage,https://pureportal.coventry.ac.uk/en/publications/mortgage,",Luu, L.,",https://pureportal.coventry.ac.uk/en/persons/lien-luu,Apr 2015
"Organizational customer orientation, employee customer orientation and employee job performance: the moderating role of openness to experience",https://pureportal.coventry.ac.uk/en/publications/organizational-customer-orientation-employee-customer-orientation-2,"Wang, W., He, H., Zhu, W. &Song, W.,",https://pureportal.coventry.ac.uk/en/persons/wei-song,2015
Paraconsistent games and the limits of rational self-interest,https://pureportal.coventry.ac.uk/en/publications/paraconsistent-games-and-the-limits-of-rational-self-interest-2,"Daynes, A.,Andrikopoulos, P., Pagas, P. & Latimer, D.,",https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,4 Jan 2015
"Personalisation of power, neoliberalism and the production of corruption",https://pureportal.coventry.ac.uk/en/publications/personalisation-of-power-neoliberalism-and-the-production-of-corr,"Ahmad Khair, A. H., Haniffa, R., Hudaib, M. & Mohamad, M. N.,",,1 Sept 2015
Real Estate,https://pureportal.coventry.ac.uk/en/publications/real-estate,",Luu, L.,",https://pureportal.coventry.ac.uk/en/persons/lien-luu,Apr 2015
Reestablishing stability and avoiding a credit crunch: Comparing different bad bank schemes,https://pureportal.coventry.ac.uk/en/publications/reestablishing-stability-and-avoiding-a-credit-crunch-comparing-d,"Hauck, A., Neyer, U. & Vieten, T.,",,Aug 2015
Re-Examining the Financial Deepening-Growth Nexus: A Time-Series Evidence of the Nigerian Economy from 1961 to 2013,https://pureportal.coventry.ac.uk/en/publications/re-examining-the-financial-deepening-growth-nexus-a-time-series-e,",Udeogu, E.,",https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu,2015
Retirement,https://pureportal.coventry.ac.uk/en/publications/retirement,",Luu, L.,",https://pureportal.coventry.ac.uk/en/persons/lien-luu,Apr 2015
"'Smart' sustainable urban regeneration: Institutions, quality and financial innovation",https://pureportal.coventry.ac.uk/en/publications/smart-sustainable-urban-regeneration-institutions-quality-and-fin,", Rahimzad, R. & Parsa, A.,Huston, S., Rahimzad, R. & Parsa, A.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,Nov 2015
Stock market returns and the content of annual report narratives,https://pureportal.coventry.ac.uk/en/publications/stock-market-returns-and-the-content-of-annual-report-narratives-2,"Wisniewski, T. P. & Yekini, S.,",,2015
Telling it straight — Mark Carney splits opinion,https://pureportal.coventry.ac.uk/en/publications/telling-it-straight-mark-carney-splits-opinion,"Adesina, T.,",,18 Dec 2015
Testing the Weak-form Efficiency of Stock Markets: A Comparative Study of Emerging and Industrialised Economies,https://pureportal.coventry.ac.uk/en/publications/testing-the-weak-form-efficiency-of-stock-markets-a-comparative-s,"Nwachukwu, J. & Omowunmi, S.,",,2015
The consequences of a refund in threshold public good games,https://pureportal.coventry.ac.uk/en/publications/the-consequences-of-a-refund-in-threshold-public-good-games,"Cartwright, E. & Stepanova, A.,",,Sept 2015
The Corporate Social Responsibility of Accounting Firms: A Comparison Study between China and South Africa,https://pureportal.coventry.ac.uk/en/publications/the-corporate-social-responsibility-of-accounting-firms-a-compari,"Joosub, T. & Guo, X.,",,2015
The credit signals that matter most for sovereign bond spreads with split rating,https://pureportal.coventry.ac.uk/en/publications/the-credit-signals-that-matter-most-for-sovereign-bond-spreads-wi,"Vu, H., Alsakka, R. & ap Gwilym, O.,",,May 2015
The duration analysis of structural breaks: is stability destabilizing?,https://pureportal.coventry.ac.uk/en/publications/the-duration-analysis-of-structural-breaks-is-stability-destabili-2,",Park, J. S.,",https://pureportal.coventry.ac.uk/en/persons/jin-suk-park,2015
The economy wide impact of HIV/AIDS and the funding dilemma in Africa: Evidence from a dynamic life cycle horizon of Uganda,https://pureportal.coventry.ac.uk/en/publications/the-economy-wide-impact-of-hivaids-and-the-funding-dilemma-in-afr,"& Ncube, M.,Kabajulizi, J.& Ncube, M.,",https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi,Sept 2015
"The effects of exchange rate volatility on sectoral exports evidence from Sweden, UK, and Germany",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-sectoral-exports-evide-2,"Agiomirgianakis, G.,Serenis, D.& Tsounis, N.,",https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,2015
The Effects of Exchange Rate Volatility On Tourist Flows: Evidence From The UK And Sweden,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-tourist-flows-evidence-2,"Agiomirgianakis, G.,Serenis, D.& Tsounis, N.,",https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,2015
The impact of profitability on capital structure and speed of adjustment: An empirical examination of selected firms in Nigerian Stock Exchange,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profitability-on-capital-structure-and-speed-of-adj,"Oino, I. & Ukaegbu, B.,",,30 Sept 2015
The Incremental Effect of Education on Corruption: Evidence of Synergy from Lifelong Learning,https://pureportal.coventry.ac.uk/en/publications/the-incremental-effect-of-education-on-corruption-evidence-of-syn-2,"Asongu, S. A. & Nwachukwu, J.,",,2015
The late 1970s to 1980s: Economic Problems and the United States,https://pureportal.coventry.ac.uk/en/publications/the-late-1970s-to-1980s-economic-problems-and-the-united-states,",Luu, L.,",https://pureportal.coventry.ac.uk/en/persons/lien-luu,Apr 2015
The Management of Refinancing Risk in Islamic Banks,https://pureportal.coventry.ac.uk/en/publications/the-management-of-refinancing-risk-in-islamic-banks-2,"Baldwin, K.,",,17 Aug 2015
Time Varying Correlation between Islamic Equity and Commodity Returns: Implications for Portfolio Diversification,https://pureportal.coventry.ac.uk/en/publications/time-varying-correlation-between-islamic-equity-and-commodity-ret,", Khan, A., Bashar, O. & Masih, M.,Kabir, S., Khan, A., Bashar, O. & Masih, M.,",https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,2015
Accounting for corporate environmental (CER) in emerging economies: The case study of Nigeria,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-cer-in-emerging-economies-,",Noah, A.,",https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,14 Apr 2014
A model of the Eurosystem's operational framework and the euro overnight interbank market,https://pureportal.coventry.ac.uk/en/publications/a-model-of-the-eurosystems-operational-framework-and-the-euro-ove,"Hauck, A. & Neyer, U.,",,1 Jun 2014
Are Islamic Equity Indices More Efficient Than Their Conventional Counterparts? Evidence From Major Global Index Families,https://pureportal.coventry.ac.uk/en/publications/are-islamic-equity-indices-more-efficient-than-their-conventional,", Khamlichi, A., Arouri, M. & Teulon, F.,Kabir, S., Khamlichi, A., Arouri, M. & Teulon, F.,",https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,30 Jun 2014
"Bank capital regulation, loan contracts, and corporate investment",https://pureportal.coventry.ac.uk/en/publications/bank-capital-regulation-loan-contracts-and-corporate-investment,"Hauck, A. & Dietrich, D.,",,1 May 2014
Business Case for Corporate Social Responsibility In Emerging Economies? An Exploratory Empirical Study of The South African Business Context.,https://pureportal.coventry.ac.uk/en/publications/business-case-for-corporate-social-responsibility-in-emerging-eco,"Coldwell, D. & Joosub, T.,",,2014
Can FDI be a Panacea for Unemployment? The Turkish Case,https://pureportal.coventry.ac.uk/en/publications/can-fdi-be-a-panacea-for-unemployment-the-turkish-case,", Gültekin-Karakaş, D. & Asici, A. A.,Hisarciklilar, M., Gültekin-Karakaş, D. & Asici, A. A.,",https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,6 Mar 2014
Corporate governance: Brazilian specifics,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-brazilian-specifics,"Wong, R.,",,2014
Detecting Asset Misappropriation: A Framework for External Auditors,https://pureportal.coventry.ac.uk/en/publications/detecting-asset-misappropriation-a-framework-for-external-auditor,"Kassem, R.,",,2014
Disagreement between rating agencies and bond opacity: A theoretical perspective,https://pureportal.coventry.ac.uk/en/publications/disagreement-between-rating-agencies-and-bond-opacity-a-theoretic,"Hauck, A. & Neyer, U.,",,1 Apr 2014
Does Exchange Rate Variation Effect African Trade Flows?,https://pureportal.coventry.ac.uk/en/publications/does-exchange-rate-variation-effect-african-trade-flows-2,"& Tsounis, N.,Serenis, D.& Tsounis, N.,",https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,6 Nov 2014
Does Mood Explain the Monday Effect?,https://pureportal.coventry.ac.uk/en/publications/does-mood-explain-the-monday-effect,"Abu Bakar, A., Siganos, A. & Vagenas-Nanos, E.,",,Sept 2014
Effects of Changing Weather Patterns on the Trade of Major Food Crops,https://pureportal.coventry.ac.uk/en/publications/effects-of-changing-weather-patterns-on-the-trade-of-major-food-c,"Powell, J., Shutes, K. & Tabeau, A.,",,2014
"Employee Productivity, Employment Growth, and the Cross‐Border Acquisitions by Emerging Market Firms",https://pureportal.coventry.ac.uk/en/publications/employee-productivity-employment-growth-and-the-crossborder-acqui,"Ataullah, A., Le, H. & Sahota, A.,",,31 Jul 2014
Environmental Regulation and Location of Industrialized Agricultural Production in Europe,https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-location-of-industrialized-agricultu-2,"& Wossink, A.,Mulatu, A.& Wossink, A.,",https://pureportal.coventry.ac.uk/en/persons/abay-mulatu,1 Aug 2014
Exchange Rate Volatility and Aggregate Exports: Evidence from Two Small Countries,https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-aggregate-exports-evidence-from-two--2,"& Tsounis, N.,Serenis, D.& Tsounis, N.,",https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,2014
Exchange Rate Volatility and Tourist Flows into Turkey,https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-tourist-flows-into-turkey-2,"Agiomirgianakis, G.,Serenis, D.& Tsounis, N.,",https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,1 Dec 2014
Expansionary Fiscal Consolidations: Theoretical Underpinnings and their Implications for the Eurozone,https://pureportal.coventry.ac.uk/en/publications/expansionary-fiscal-consolidations-theoretical-underpinnings-and-,"Foresti, P. & Marani, U.,",,2 Jun 2014
Finance and Growth: Modern Interpretations of the Thoughts of Schumpeter,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-modern-interpretations-of-the-thoughts-of-schu,",Lauretta, E.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,2014
How do Heterogeneous Beliefs drive the Cross-Section of Stock Return Volatilities and Correlations and Turnover Volatilities,https://pureportal.coventry.ac.uk/en/publications/how-do-heterogeneous-beliefs-drive-the-cross-section-of-stock-ret,"Dau, N., Ehling , P. & Larsen , H.,",,2014
Identifying Causes for the Failure of Salaam Halal Insurance,https://pureportal.coventry.ac.uk/en/publications/identifying-causes-for-the-failure-of-salaam-halal-insurance,",Aziz, A.,",https://pureportal.coventry.ac.uk/en/persons/aqsa-aziz,2014
"Interest Rates, Target Markets and Sustainability in Microfinance",https://pureportal.coventry.ac.uk/en/publications/interest-rates-target-markets-and-sustainability-in-microfinance-2,"Nwachukwu, J.,",,2014
Investor induced contagion during the banking and European sovereign debt crisis of 2007-2012: wealth effect or portfolio rebalancing?,https://pureportal.coventry.ac.uk/en/publications/investor-induced-contagion-during-the-banking-and-european-sovere,"& Petmezas, D.,Santamaria, D.& Petmezas, D.,",https://pureportal.coventry.ac.uk/en/persons/daniel-santamaria,Dec 2014
Is Domestic Stock Price Cointegrated with Exchange rate and Foreign Stock Price? Evidence from Malaysia,https://pureportal.coventry.ac.uk/en/publications/is-domestic-stock-price-cointegrated-with-exchange-rate-and-forei,", Bashar, O. & Masih, M.,Kabir, S., Bashar, O. & Masih, M.,",https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,2014
Islamic Equity Indices: Insight and Comparison with Conventional Counterparts,https://pureportal.coventry.ac.uk/en/publications/islamic-equity-indices-insight-and-comparison-with-conventional-c,", Khamlichi, A. & Sannajust, A.,Kabir, S., Khamlichi, A. & Sannajust, A.,",https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,5 May 2014
Mergers and acquisitions and cash payments: Evidence from China,https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-and-cash-payments-evidence-from-china,"Muganhu, C. & Liu, J.,",,2014
"Perceptions among South African professional accounting students of self, job attractiveness and academic reputation",https://pureportal.coventry.ac.uk/en/publications/perceptions-among-south-african-professional-accounting-students-,"Joosub, T., Papageorgiou, E., Callaghan, C. & Coldwell, D.,",,2014
Political uncertainty and stock market volatility in the Middle East and North African (MENA) countries,https://pureportal.coventry.ac.uk/en/publications/political-uncertainty-and-stock-market-volatility-in-the-middle-e-2,"Chau, F., Deesomsak, R. &Wang, J.,",https://pureportal.coventry.ac.uk/en/persons/jun-wang,5 Jan 2014
Residential Electricity Pricing in China,https://pureportal.coventry.ac.uk/en/publications/residential-electricity-pricing-in-china,"Lin, Q., Rizov, M. & Wong, M.,",,2014
Shari’ah compliance in Islamic banking: An empirical study on selected Islamic banks in Bangladesh,https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-in-islamic-banking-an-empirical-study-on-selec,"Ullah, H.,",,15 Mar 2014
Social interaction,https://pureportal.coventry.ac.uk/en/publications/social-interaction,"& Swann, J.,Wang, Y.& Swann, J.,",https://pureportal.coventry.ac.uk/en/persons/tori-wang,2014
Stock liquidity and capital allocation efficiency: Evidence from Chinese listed companies,https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-capital-allocation-efficiency-evidence-from-c,"Su, L. & Xiong, J.,",,2014
Stock Price and Volume Effects Associated with Changes in the Composition of the FTSE Bursa Malaysian KLCI,https://pureportal.coventry.ac.uk/en/publications/stock-price-and-volume-effects-associated-with-changes-in-the-com,"Azevedo, A., Abd Karim, M. N., Gregoriou, A. & Rhodes, M.,",,11 Feb 2014
The determinants of capital structure: A comparison of financial and non-financial firms in a regulated developing country–Nigeria,https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-capital-structure-a-comparison-of-financial-a,"Oino, I. & Ukaegbu, B.,",,26 Aug 2014
The impact of foreign bank entry on domestic banking in a developing country the Kenyan perspective,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-bank-entry-on-domestic-banking-in-a-develop,"Oino, I. & Ukaegbu, B.,",,20 Jun 2014
THE IMPACT OF THE HELLENIC OPEN UNIVERISTY ON REGIONAL DEVELOPMENT,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-hellenic-open-univeristy-on-regional-developmen-2,"G., A.,Serenis, D.& Tsounis, N.,",https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,2014
The macroeconomic and environmental determinants of private equity in emerging Asia market: The application of extreme bounds analysis,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-and-environmental-determinants-of-private-equit,"Oino, I.,",,30 Sept 2014
"The Rate of Profit, Financialisation and Economic Growth: A theoretical and empirical investigation of the Nigerian Economy",https://pureportal.coventry.ac.uk/en/publications/the-rate-of-profit-financialisation-and-economic-growth-a-theoret,",Udeogu, E.,",https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu,2014
Understanding Commercial Property Cycles in the UK: Smoothing and Volatility,https://pureportal.coventry.ac.uk/en/publications/understanding-commercial-property-cycles-in-the-uk-smoothing-and-,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,Apr 2014
"""Virtuous"" To ""Bad"" Cycles in the Finance-Growth Relationship",https://pureportal.coventry.ac.uk/en/publications/virtuous-to-bad-cycles-in-the-finance-growth-relationship,",Lauretta, E.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,2014
‘I have no idea of British humour’: How 39 Chinese students accounted for their incomprehension of humour in British academic lectures,https://pureportal.coventry.ac.uk/en/publications/i-have-no-idea-of-british-humour-how-39-chinese-students-accounte,",Wang, Y.,",https://pureportal.coventry.ac.uk/en/persons/tori-wang,2014
Accounting for corporate environmental responsibility in emerging economies: The study from Nigeria,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging,",Noah, A.,",https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,9 Apr 2013
An Analysis of the Response to Corporate Unbundling Announcements on the Johannesburg Security Exchange,https://pureportal.coventry.ac.uk/en/publications/an-analysis-of-the-response-to-corporate-unbundling-announcements,"Joosub, T., Coldwell, D. & Jordan, J.,",,2013
A prospect of making a difference? Management’s ethical freedom in corporate social responsibility utilizations:A conceptual model,https://pureportal.coventry.ac.uk/en/publications/a-prospect-of-making-a-difference-managements-ethical-freedom-in-,"Joosub, T.,",,2013
"Armed Conflict, Terrorism, and the Allocation of Foreign Aid",https://pureportal.coventry.ac.uk/en/publications/armed-conflict-terrorism-and-the-allocation-of-foreign-aid,",Lis, P.,",https://pureportal.coventry.ac.uk/en/persons/piotr-lis,2013
Do company directors underestimate the adoption of corporate governance provisions? A survey approach.,https://pureportal.coventry.ac.uk/en/publications/do-company-directors-underestimate-the-adoption-of-corporate-gove,"Owusu, A. & Weir, C.,",,30 Nov 2013
"Dono, Mercati e Innovazione: la virtù di una sana crescita economica",https://pureportal.coventry.ac.uk/en/publications/dono-mercati-e-innovazione-la-virt%C3%B9-di-una-sana-crescita-economic,",Lauretta, E.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,2013
Ensuring sustainable corporate governance and financial reporting: essential tools for improved user confidence,https://pureportal.coventry.ac.uk/en/publications/ensuring-sustainable-corporate-governance-and-financial-reporting,"& Oladele, R.,Noah, A.& Oladele, R.,",https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,1 Jan 2013
Evaluating Public Confidence in Policing Services; A New Decision Support Tool,https://pureportal.coventry.ac.uk/en/publications/evaluating-public-confidence-in-policing-services-a-new-decision-,"Nissah, B.,",,2013
Finance and Growth: Understanding the Switch from “Virtuous” To “Bad” Cycles in the Finance-Growth Relationship,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-understanding-the-switch-from-virtuous-to-bad-,",Lauretta, E.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,2013
Future cites: learning from antiquity,https://pureportal.coventry.ac.uk/en/publications/future-cites-learning-from-antiquity,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,Sept 2013
International Portfolio Diversification and the 2007 Financial Crisis,https://pureportal.coventry.ac.uk/en/publications/international-portfolio-diversification-and-the-2007-financial-cr,"Niklewski, J. & Rodgers, T.,",,2013
Mimetic isomorphism and decoupling: Legitimacy theory as an explanation for Matric pass rates.,https://pureportal.coventry.ac.uk/en/publications/mimetic-isomorphism-and-decoupling-legitimacy-theory-as-an-explan,"Joosub, T.,",,2013
Modelling Long-run Money Demand: A Panel Data Analysis on Nine Developed Economies,https://pureportal.coventry.ac.uk/en/publications/modelling-long-run-money-demand-a-panel-data-analysis-on-nine-dev,"Foresti, P. & Napolitano, O.,",,2013
On the prisoner's dilemma in R&D with input spillovers and incentives for R&D cooperation,https://pureportal.coventry.ac.uk/en/publications/on-the-prisoners-dilemma-in-rampd-with-input-spillovers-and-incen,"Burr, C., Knauff, M. & Stepanova, A.,",,Nov 2013
Policy proposal on Finance and Growth Relationship: Understanding the switch from ‘Virtuous’ to ‘Bad’ Cycles,https://pureportal.coventry.ac.uk/en/publications/policy-proposal-on-finance-and-growth-relationship-understanding-,",Lauretta, E.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,2013
Presentation in the international workshop on economic sciences with heterogeneous interacting agents (WEHIA),https://pureportal.coventry.ac.uk/en/publications/presentation-in-the-international-workshop-on-economic-sciences-w,",Lauretta, E.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,23 Jun 2013
Protection of [Dis] Information Bill,https://pureportal.coventry.ac.uk/en/publications/protection-of-dis-information-bill,"Joosub, T. & Maroun, W.,",,2013
State ownership and firm performance: Empirical evidence from Chinese listed companies,https://pureportal.coventry.ac.uk/en/publications/state-ownership-and-firm-performance-empirical-evidence-from-chin-2,",Yu, M.,",https://pureportal.coventry.ac.uk/en/persons/mei-yu,2013
The effects of strikes in the South African gold mining industry on shareholder value,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-strikes-in-the-south-african-gold-mining-industry-,"Joosub, T.,",,19 Jul 2013
"The Good, the bad and the ugly: Does attending accounting lectures affect academic performance?.",https://pureportal.coventry.ac.uk/en/publications/the-good-the-bad-and-the-ugly-does-attending-accounting-lectures-,"Joosub, T.,",,2013
Türkiye'de sanayileşmenin bir bileşeni olarak doğrudan yabancı yatırım ve dış ticaret ilişkisi,https://pureportal.coventry.ac.uk/en/publications/t%C3%BCrkiyede-sanayile%C5%9Fmenin-bir-bile%C5%9Feni-olarak-do%C4%9Frudan-yabanc%C4%B1-yat,",Hisarciklilar, M.,",https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,2013
Values constraints to knowledge and learning as research productivity:  an exploratory study of university academics,https://pureportal.coventry.ac.uk/en/publications/values-constraints-to-knowledge-and-learning-as-research-producti,"Joosub, T.,",,2013
Video Recorded Lectures Enhancing the Student Learning Experience,https://pureportal.coventry.ac.uk/en/publications/video-recorded-lectures-enhancing-the-student-learning-experience,",Aziz, A.,",https://pureportal.coventry.ac.uk/en/persons/aqsa-aziz,2013
A disclosure matrix for measuring the quality of corporate online reporting,https://pureportal.coventry.ac.uk/en/publications/a-disclosure-matrix-for-measuring-the-quality-of-corporate-online,"Saleh, A.,",,2012
De-risking transport-oriented development regeneration,https://pureportal.coventry.ac.uk/en/publications/de-risking-transport-oriented-development-regeneration,", Darchen, S. & Ladouceur, E.,Huston, S., Darchen, S. & Ladouceur, E.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,1 Mar 2012
Earnings Management and Financial Reporting Fraud:  Can External Auditors Spot the Difference?,https://pureportal.coventry.ac.uk/en/publications/earnings-management-and-financial-reporting-fraud-can-external-au,"Kassem, R.,",,2012
Effects of Perceptions of Actual and Expected Corporate Social Performance on Propensity to Purchase: interrogating the Business Case Strategy,https://pureportal.coventry.ac.uk/en/publications/effects-of-perceptions-of-actual-and-expected-corporate-social-pe,"Coldwell, D., Joosub, T., Maroun, W., Callaghan, C. & Papageorgiou, E.,",,2012
Financial Reporting Fraud: Are External Auditors and Standards’ Setters Doing Enough?,https://pureportal.coventry.ac.uk/en/publications/financial-reporting-fraud-are-external-auditors-and-standards-set,"Kassem, R. & Higson, A.,",,2012
Il Sistema Democratico E Politico Come È E Come Dovrebbe Essere,https://pureportal.coventry.ac.uk/en/publications/il-sistema-democratico-e-politico-come-%C3%A8-e-come-dovrebbe-essere,",Lauretta, E.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,2012
Innovation as a determinant of service excellence in banking,https://pureportal.coventry.ac.uk/en/publications/innovation-as-a-determinant-of-service-excellence-in-banking,"Al-Eisawi, D., Sekhon, H. &Tanna, S.,",https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,Aug 2012
Parks as business opportunities and development strategies,https://pureportal.coventry.ac.uk/en/publications/parks-as-business-opportunities-and-development-strategies,"Mani , M., Hosseini, M. & Ramayah , T.,",,9 Mar 2012
"Student Aspiration Factors, University Reputation and the Entry Standards to UK Universities",https://pureportal.coventry.ac.uk/en/publications/student-aspiration-factors-university-reputation-and-the-entry-st,"Massoud, H. &Ayoubi, R.,",https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi,1 Oct 2012
The effectiveness of film in experiential learning: An investigation of university accounting students understanding of key auditing control concepts,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-film-in-experiential-learning-an-investigati,"Joosub, T., Maroun, W., Coldwell, D., Callaghan, C. & Papageorgiou, E.,",,2012
The New Fraud Triangle Model,https://pureportal.coventry.ac.uk/en/publications/the-new-fraud-triangle-model,"Kassem, R. & Higson, A.,",,2012
"What do students learn from a classroom experiment: Not much, unless they write a report on it",https://pureportal.coventry.ac.uk/en/publications/what-do-students-learn-from-a-classroom-experiment-not-much-unles,"Cartwright, E. & Stepanova, A.,",,2012
Auditor independence and reforms of non-audit services: Evidence from the UK,https://pureportal.coventry.ac.uk/en/publications/auditor-independence-and-reforms-of-non-audit-services-evidence-f,"Turley, S., Islam, S. & Siddiqui, J.,",,15 Sept 2011
"Corruption, inflation and growth",https://pureportal.coventry.ac.uk/en/publications/corruption-inflation-and-growth,"Blackburn, K. & Powell, J.,",,Dec 2011
Disease in Eldorado,https://pureportal.coventry.ac.uk/en/publications/disease-in-eldorado,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,6 Jan 2011
I beni culturali e la creatività artistica come attrattori turistici. Il caso Zeffirelli per l’arena di Verona,https://pureportal.coventry.ac.uk/en/publications/i-beni-culturali-e-la-creativit%C3%A0-artistica-come-attrattori-turist,",Lauretta, E.,",https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,1 Jan 2011
